moefSNo,state,protectedAreaName,protectedAreaType,notificationStatus,notificationDate,notificationSummary,notificationPdfLink,maps,notificationUploadDate,orderNumber,wikidataId,wikidataLabel,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl,matchConfidence
242,Maharashtra,Yedsi Ramling Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-11-23,242. SO 3227(E)[23.11.2015] Draft notification declaring Eco-sensitive Zone around the Yedsi Ramling Wildlife Sanctuary (1005.45 KB)in the state of Maharashtra,https://moef.gov.in/uploads/2017/06/SO%203227(E)%5B23.11.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Yedsi%20Ramling%20Wildlife%20Sanctuary%20%20in%20the%20state%20of%20Maharashtra.pdf,[],09/12/2015,SO 3227(E),Q107410544,Yedsi Ramling Ghat Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,18.305,75.94,,,,,,,,https://en.wikipedia.org/wiki/Yedsi_Ramling_Ghat_Wildlife_Sanctuary,fuzzy
190,Maharashtra,Yedshi Ramling Ghat WLS,Wildlife Sanctuary,Final,2017-05-31,"190. S.O. 1751 (E) [31.05.2017] Final Notification declaring Eco Sensitive Zone around Yedshi Ramling Ghat WLS(2.03 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Yedshi%20Ramling%20Ghat%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],05/06/2017,S.O. 1751 (E),,,,,,,,,,,,,,,,,none
243,Maharashtra,Aner Dam Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-11-23,243. SO 3228(E)[23.11.2015] Draft notification declaring Eco-sensitive Zone around the Aner Dam Wildlife Sanctuary (1.8 MB)in the state of Maharashtra,https://moef.gov.in/uploads/2017/06/SO%203228(E)%5B23.11.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Aner%20Dam%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Maharashtra.pdf,[],09/12/2015,SO 3228(E),Q107404544,Aner Dam Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,21.35,75.0225,,,,,,,,https://en.wikipedia.org/wiki/Aner_Dam_Wildlife_Sanctuary,exact
243,Maharashtra,"Anerdam WLS, Maharashtra",Wildlife Sanctuary,Draft,2018-02-22,"243. S.O. 778(E) [22.02.2018] Draft Notification declaring Eco Sensitive Zone around Anerdam WLS, Maharashtra.(4.96 MB) Re-notification New",https://moef.gov.in/uploads/2019/05/Anerdam.pdf,[],08/03/2018,S.O. 778(E),,,,,,,,,,,,,,,,,none
191,Maharashtra,"Zone around Anerdam Wildlife Sanctuary, Maharashtra",Wildlife Sanctuary,Final,2019-01-03,"191. S.O. 27(E) [03.01.2019] Final Notification declaring Eco Sensitive Zone around Anerdam Wildlife Sanctuary, Maharashtra.(1.55 MB) S .O. No. 4554(E) [17.10.2024] Amendment in the Final Notification of Eco-sensitive Zone around Anerdam Wildlife Sanctuary, Maharashtra.(1.71 MB)",https://moef.gov.in/uploads/2019/05/anerdam-1.pdf,[],23/10/2024,S.O. 27(E),,,,,,,,,,,,,,,,,none
244,Maharashtra,Dyanganga Wildlife,Wildlife Sanctuary,Draft,2015-11-20,"244. S.O. 3121(E) [20.11.2015] Draft Notification declaring Eco Sensitive Zone around Dyanganga Wildlife Sanctuary(884.89 KB), Maharashtra & Map(167.85 KB)",https://moef.gov.in/uploads/2019/10/Dyanganga-Wildlife-Sanctuary-Maharashtra.pdf,[],05/06/2017,S.O. 3121(E),,,,,,,,,,,,,,,,,none
192,Maharashtra,Dyanganga Wildlife Sanctuary,Wildlife Sanctuary,Final,2017-05-17,"192. S.O. 1604 (E) [17.05.2017] Final Notification declaring Eco-Sensitive Zone around Dyanganga Wildlife Sanctuary(2.19 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Dyanganga%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],25/05/2017,S.O. 1604 (E),,,,,,,,,,,,,,,,,none
245,Maharashtra,Tadoba Tiger Reserve and Andheri WLS ESZ Notification,Tiger Reserve,Draft,2015-04-10,"245. S.O. No 997 [10.04.2015] Tadoba Tiger Reserve and Andheri WLS ESZ Notification(15.55 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/S.O.%20No%20997%20%5B10.04.2015%5D%20Tadoba%20Tiger%20Reserve%20and%20Andheri%20WLS%20ESZ%20Notification%2C%20Maharashtra.pdf,[],,S.O. No 997,,,,,,,,,,,,,,,,,none
193,Maharashtra,Tadoba Tiger National Park Andhari,Tiger Reserve,Final,2019-09-11,"193. S.O. 3249(E) [11.09.2019] Final Notification declaring Eco Sensitive Zone around Tadoba Tiger National Park & Andhari Wildlife Sanctuary(5.96 MB) , Maharashtra S .O. No. 5441(E) [16.12.2024] Amendment in the Final Notification of Eco-sensitive Zone around Tadoba Tiger National Park & Andhari Wildlife Sanctuary(1.77 MB) , Maharashtra",https://moef.gov.in/uploads/2018/12/tadoba-andheri.pdf,[],19/12/2024,S.O. 3249(E),,,,,,,,,,,,,,,,,none
245,Maharashtra,"Tadoba and Andhari Wildlife Sanctuary, Maharashtra",Wildlife Sanctuary,Draft,2018-07-13,"245. S.O. 3441(E) [13.07.2018] Draft Notification declaring Eco Sensitive Zone aroundTadoba and Andhari Wildlife Sanctuary, Maharashtra (5.00 MB), Maharashtra.Re-notification New",https://moef.gov.in/uploads/2018/12/Tadoba-and-Andhari.pdf,[],,S.O. 3441(E),,,,,,,,,,,,,,,,,none
246,Maharashtra,Sagareshwar WLS ESZ Notification,Wildlife Sanctuary,Draft,2015-11-17,"246. S.O. No. 3105 [17.11.2015] Sagareshwar WLS ESZ Notification(379.17 KB), Maharashtra & Map(128.15 KB)",https://moef.gov.in/uploads/2017/06/S.O.%20No.%203105%20%5B17.11.2015%5D%20Sagareshwar%20WLS%20ESZ%20Notification%2C%20Maharashtra.pdf,[],,S.O. No. 3105,,,,,,,,,,,,,,,,,none
194,Maharashtra,Sagareshwar WLS,Wildlife Sanctuary,Final,2017-05-15,"194. S.O. 1565 (E) [15.05.2017] Final Notification declaring Eco Sensitive Zone around Sagareshwar WLS(1.75 MB), Maharashtra.",https://moef.gov.in/uploads/2017/06/Sagareshwar%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],26/05/2017,S.O. 1565 (E),Q7399055,Sagareshwar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,17.153213,74.37673,,,,,,,,https://en.wikipedia.org/wiki/Yashwantrao_Chavan_Sagareshwar_Wildlife_Sanctuary,exact
247,Maharashtra,Kalsubai Harishchandragad WLS ESZ Notification,Wildlife Sanctuary,Draft,2015-11-10,"247. S.O. No.3028 [10.11.2015] Kalsubai Harishchandragad WLS ESZ Notification(571.48 KB), Maharashtra & Map(122.02 KB)",https://moef.gov.in/uploads/2017/06/S.O.%20No.3028%20%5B10.11.2015%5D%20Kalsubai%20Harishchandragad%20WLS%20ESZ%20Notification%2C%20Maharashtra.pdf,[],,S.O. No.3028,Q137008662,Kalsubai Harishchandragad Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.4514,73.7652,,,,,,,,https://en.wikipedia.org/wiki/Kalsubai_Harishchandragad_Wildlife_Sanctuary,fuzzy
195,Maharashtra,Kalsubai Harishchandragad Wildlife Sanctuary,Wildlife Sanctuary,Final,2017-04-28,"195. S.O. 1367 (E) [28.04.2017] Final Notification declaring Eco Sensitive Zone around Kalsubai Harishchandragad Wildlife Sanctuary(723.65 KB), Maharashtra",https://moef.gov.in/uploads/2017/06/Kalsubai%20Harishchandragad%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],04/05/2017,S.O. 1367 (E),Q137008662,Kalsubai Harishchandragad Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.4514,73.7652,,,,,,,,https://en.wikipedia.org/wiki/Kalsubai_Harishchandragad_Wildlife_Sanctuary,exact
248,Maharashtra,Melghat Tiger Reserve,Tiger Reserve,Draft,2015-06-30,"248. S.O.1777[30.06.2015] Draft ESZ Notification of Melghat Tiger Reserve(17.43 MB),Maharashtra & Map(283.51 KB)",https://moef.gov.in/uploads/2017/06/S.O.1777%5B30.06.2015%5D%20Draft%20ESZ%20Notification%20of%20Melghat%20Tiger%20Reserve%2CMaharashtra.pdf,[],,S.O.1777,Q2429161,Melghat,,http://commons.wikimedia.org/wiki/Special:FilePath/Melghat%20Tiger%20Reserve.JPG,,,21.44583333,77.19722222,,,,http://melghattiger.gov.in/,,Melghat,,https://en.wikipedia.org/wiki/Melghat,exact
196,Maharashtra,Melghat Tiger Reserve,Tiger Reserve,Final,2016-12-28,"196. S.O. 4205(E) [28.12.2016] Final Notification declaring Eco Sensitive Zone around Melghat Tiger Reserve(1.27 MB), Maharashtra. S .O. No. 3739(E) [02.09.2024] Amendment in the Final Notification of Eco-sensitive Zone around Melghat Tiger Reserve(1.77 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Melghat%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],04/09/2024,S.O. 4205(E),Q2429161,Melghat,,http://commons.wikimedia.org/wiki/Special:FilePath/Melghat%20Tiger%20Reserve.JPG,,,21.44583333,77.19722222,,,,http://melghattiger.gov.in/,,Melghat,,https://en.wikipedia.org/wiki/Melghat,exact
249,Maharashtra,Tipeswar Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-01-07,249. S.O. 72(E)[07.01.2016] Draft notification declaring Eco-sensitive Zone around the Tipeswar Wildlife Sanctuary(730.01 KB) in the state of Maharashtra,https://moef.gov.in/uploads/2017/06/SO%2072(E)%5B07.01.2016%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Tipeswar%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Maharashtra.pdf,[],18/01/2016,S.O. 72(E),,,,,,,,,,,,,,,,,none
197,Maharashtra,Tipeshwar Wildlife Sanctuary,Wildlife Sanctuary,Final,2018-09-19,"197. S.O. 4892(E) [19.09.2018] Final Notification declaring Eco Sensitive Zone around Tipeshwar Wildlife Sanctuary,(5.43 MB), Maharashtra. S .O. No. 3956(E) [06.09.2024] Amendment in the Final Notification of Eco-sensitive Zone around Tipeshwar Wildlife Sanctuary,(1.73 MB), Maharashtra.",https://moef.gov.in/uploads/2018/11/tipeshwar_0.pdf,[],24/09/2024,S.O. 4892(E),Q106673573,Tipeshwar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Yavatmal district,19.9056,78.4452,,,148.63,,,Tipeshwar Wildlife Sanctuary,,,exact
249,Maharashtra,Tipeshwar WLS,Wildlife Sanctuary,Draft,2018-01-17,"249. S.O. 278(E) [17.01.2018] Draft Notification declaring Eco Sensitive Zone around Tipeshwar WLS,(2.91 MB) Maharashtra. Re-Notification New",https://moef.gov.in/uploads/2017/06/tipeshwar.pdf,[],05/02/2018,S.O. 278(E),Q106673573,Tipeshwar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Yavatmal district,19.9056,78.4452,,,148.63,,,Tipeshwar Wildlife Sanctuary,,,exact
250,Maharashtra,Sanjay Gandhi National Park,National Park,Draft,2016-01-22,"250. SO 229(E)[22.01.2016] Draft notification declaring Eco-sensitive Zone around the Sanjay Gandhi National Park(2.61 MB) in the state of Maharashtra & Map(173.71 KB), Revised ESZ Map of SGNP (1)(160.71 KB), Revised ESZ Map of SGNP (2)(125.5 KB)",https://moef.gov.in/uploads/2017/06/SO%20229(E)%5B22.01.2016%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Sanjay%20Gandhi%20%20in%20the%20state%20of%20Maharashtra.pdf,[],25/01/2016,SO 229(E),Q648907,Sanjay Gandhi National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanjay%20Gandhi%20National%20Park.JPG,IUCN category II: National Park,Mumbai,19.25,72.9167,Mumbai,,104,https://sgnp.maharashtra.gov.in/,,Sanjay Gandhi National Park,,https://en.wikipedia.org/wiki/Sanjay_Gandhi_National_Park,exact
198,Maharashtra,Sanjay Gandhi National Park,National Park,Final,2016-12-05,"198. S.O. 3645 (E) [05.12.2016] Final Notification declaring Eco Sensitive Zone around Sanjay Gandhi National Park(1.49 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Sanjay%20Gandhi%20NP%2C%20Maharashtra%20FINAL%20(1).pdf06-12-2016a.pdf,[],06/12/2016,S.O. 3645 (E),Q648907,Sanjay Gandhi National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanjay%20Gandhi%20National%20Park.JPG,IUCN category II: National Park,Mumbai,19.25,72.9167,Mumbai,,104,https://sgnp.maharashtra.gov.in/,,Sanjay Gandhi National Park,,https://en.wikipedia.org/wiki/Sanjay_Gandhi_National_Park,exact
199,Maharashtra,sanjay gandhi national park,National Park,Final,,"199. S.O. 4004(E) (05.11.2020] Amendment in final Notification declaring Eco Sensitive Zone around sanjay gandhi national park (4.96 MB), Maharashtra.",https://moef.gov.in/uploads/2020/11/Sanjay-Gandhi-1.pdf,[],06/11/2020,S.O. 4004(E),Q648907,Sanjay Gandhi National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanjay%20Gandhi%20National%20Park.JPG,IUCN category II: National Park,Mumbai,19.25,72.9167,Mumbai,,104,https://sgnp.maharashtra.gov.in/,,Sanjay Gandhi National Park,,https://en.wikipedia.org/wiki/Sanjay_Gandhi_National_Park,exact
251,Maharashtra,Jaikawadi Bird Sanctuary,Bird Sanctuary,Draft,2015-01-06,"251. S.O. 119(E) [06.01.2015] Draft Notification declaring Eco sensitive Zone around Jaikawadi Bird Sanctuary(1.54 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/S.O.%20119(E)%20%5B06.01.2015%5D%20Draft%20Notification%20declaring%20Eco%20sensitive%20Zone%20around%20Jaikawadi%20Bird%20Sanctuary%2C%20Maharashtra.pdf,[],24/02/2016,S.O. 119(E),,,,,,,,,,,,,,,,,none
200,Maharashtra,Jaikawadi Bird Sanctuary,Bird Sanctuary,Final,2017-07-12,"200. S.O. 2202 (E) [12.07.2017] Final Notification Declaring Eco Sensitive Zone around Jaikawadi Bird Sanctuary(2.62 MB), Maharashtra S .O. No. 3445(E) [13.08.2024] Amendment in the Final Notification of Eco-sensitive Zone around Jaikawadi Bird Sanctuary(1.72 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Jaikawadi%20Bird%20Sanctuary%2C%20Maharashtra.pdf,[],23/08/2024,S.O. 2202 (E),,,,,,,,,,,,,,,,,none
252,Maharashtra,Pench National Park and the Mansingdeo,National Park,Draft,2016-03-17,"252. S.O. 1150(E) [17.03.2016] Draft Notification declaring Eco sensitive Zone around Pench National Park and the Mansingdeo(1.89 MB) Wildlife Sanctuary, Maharashtra",https://moef.gov.in/uploads/2017/06/Pench%20National%20Park%2C%20Maharashtra.pdf,[],28/03/2016,S.O. 1150(E),,,,,,,,,,,,,,,,,none
201,Maharashtra,Pench National Park and the Mansinghdeo Wildlife Sanctuary,National Park,Final,2017-09-13,"201. S.O. 3029 (E) [13.09.2017] Final Notification declaring Eco Sensitive Zone around Pench National Park and the Mansinghdeo Wildlife Sanctuary(2.25 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Pench%20NP%20Maharashtra%20Final.pdf,[],19/09/2017,S.O. 3029 (E),,,,,,,,,,,,,,,,,none
253,Maharashtra,Lonar Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-11-20,"253. S.O. 3126(E) [20.11.2015] Draft Notification declaring Eco Sensitive Zone around Lonar Wildlife Sanctuary(544.13 KB), Maharashtra",https://moef.gov.in/uploads/2017/06/Lonar%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],18/12/2015,S.O. 3126(E),Q107224583,Lonar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.975,76.5075,,,,,,,,https://en.wikipedia.org/wiki/Lonar_Wildlife_Sanctuary,exact
202,Maharashtra,Lonar WLS,Wildlife Sanctuary,Final,2017-02-28,"202. S. O. 668(E) [28.02.2017] Final Notification declaring Eco Sensitive Zone around Lonar WLS(1.43 MB), Maharashtra.",https://moef.gov.in/uploads/2017/06/Lonar%20Wildlife%20Sanctuary%2C%20Maharashtra_0.pdf,[],07/03/2017,S. O. 668(E),Q107224583,Lonar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.975,76.5075,,,,,,,,https://en.wikipedia.org/wiki/Lonar_Wildlife_Sanctuary,exact
254,Maharashtra,Mayureshwar Supe Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-08-05,"254. S.O. 2630(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Mayureshwar Supe Wildlife Sanctuary(1.09 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Mayureshwar%20Supe%20Wildlife%20Sanctuary%2C%20Maharashtra.pdf,[],22/08/2016,S.O. 2630(E),Q17072649,Mayureshwar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Mayureshwar%20Wildlife%20Sanctuary%20Entrance.jpg,IUCN category IV: Habitat/Species Management Area,Maharashtra,18.335,74.37083333,Pune,,,,,Mayureshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Mayureshwar_Wildlife_Sanctuary,fuzzy
203,Maharashtra,"Mayureshwar Supe Wildlife Sanctuary, Maharashtra",Wildlife Sanctuary,Final,2020-08-28,"203. S.O. 2938(E) [ 28.08.2020] Final Notification declaring Eco Sensitive Zone around Mayureshwar Supe Wildlife Sanctuary, Maharashtra(428 KB)",,[],31/08/2020,S.O. 2938(E),,,,,,,,,,,,,,,,,none
254,Maharashtra,Mayureshwar Supe Wildlife Sanctuary,Wildlife Sanctuary,Draft,2019-12-11,"254. S.O. 4443(E) [11.12.2019] Draft Notification declaring Eco Sensitive Zone around Mayureshwar Supe Wildlife Sanctuary(5.96 MB), Maharashtra. Re-Notification New.",https://moef.gov.in/uploads/2019/12/mayureshwar-supe.pdf,[],20/12/2019,S.O. 4443(E),Q17072649,Mayureshwar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Mayureshwar%20Wildlife%20Sanctuary%20Entrance.jpg,IUCN category IV: Habitat/Species Management Area,Maharashtra,18.335,74.37083333,Pune,,,,,Mayureshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Mayureshwar_Wildlife_Sanctuary,fuzzy
255,Maharashtra,Tamhini WLS,Wildlife Sanctuary,Draft,2017-08-10,"255. S.O. 2567 [10.08.2017] Draft Notification declaring Eco Sensitive Zone around Tamhini WLS(2.9 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Tamhini%20Wildlife%20Sanctuary%20Draft%2C%20Maharashtra.pdf,[],16/08/2017,S.O. 2567,,,,,,,,,,,,,,,,,none
204,Maharashtra,Tamhini WLS,Wildlife Sanctuary,Final,2021-02-25,"204. S.O.918(E) [25.02.2021] Final Notification declaring Eco Sensitive Zone around Tamhini Wildlife Sanctuary(2.9 MB), Maharashtra",https://moef.gov.in/uploads/2021/03/tamhini.pdf,[],1/03/2021,S.O.918(E),,,,,,,,,,,,,,,,,none
255,Maharashtra,Tamhini WLS,Wildlife Sanctuary,Draft,2020-01-30,"255. S.O. 461(E) [30.01.2020] Draft Notification declaring Eco Sensitive Zone around Tamhini Wildlife Sanctuary(1.96 MB), Maharashtra. Re-Notification New",https://moef.gov.in/uploads/2019/10/thamini.pdf,[],11/02/2020,S.O. 461(E),,,,,,,,,,,,,,,,,none
256,Maharashtra,Tansa WLS,Wildlife Sanctuary,Draft,2017-08-10,"256. S.O. 2566 [10.08.2017] Draft Notification declaring Eco Sensitive Zone around Tansa WLS(2.49 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Tansa%20Wildlife%20Sanctuary%20Draft%2C%20Maharashtra.pdf,[],16/08/2017,S.O. 2566,Q105847575,Tansa Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Habitat%20Tansa%20WLS%20by%20Dr.%20Raju%20Kasambe%20DSCN4979%20%287%29.jpg,IUCN category IV: Habitat/Species Management Area,Thane district,19.545,73.265,,,304.81,,,Tansa Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Tansa_Wildlife_Sanctuary,exact
257,Maharashtra,Yawal Wildlife Sanctuary,Wildlife Sanctuary,Draft,2017-09-29,"257. S.O. 3194 (E) [29.09.2017] Draft Notification declaring Eco Sensitive Zone around Yawal Wildlife Sanctuary(1.84 MB), Maharashtra",https://moef.gov.in/uploads/2017/06/Yawal%20Wildlife%20Sanctuary%2C%20Maharashtra%20Draft.pdf,[],,S.O. 3194 (E),Q8050448,Yawal Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jalgaon district,21.382,75.876,Burhanpur,,177.52,,,Yawal Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Yawal_Wildlife_Sanctuary,exact
205,Maharashtra,Yawal Wildlife Sanctuary,Wildlife Sanctuary,Final,2019-03-08,"205. S.O. 1221(E) [08.03.2019] Final Notification declaring Eco Sensitive Zone around Yawal Wildlife Sanctuary, Maharashtra.(1.43 MB), Maharashtra.",https://moef.gov.in/uploads/2019/05/yawal.pdf,[],15/03/2019,S.O. 1221(E),Q8050448,Yawal Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jalgaon district,21.382,75.876,Burhanpur,,177.52,,,Yawal Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Yawal_Wildlife_Sanctuary,exact
258,Maharashtra,Tungareshwar Sanctuary,Wildlife Sanctuary,Draft,2018-12-24,"258. 6310(E) [24.12.2018] Draft Notification declaring Eco Sensitive Zone around Tungareshwar Sanctuary,(3.36 MB), Maharashtra",https://moef.gov.in/uploads/2018/12/tugreshwar.pdf,[],31/12/2018,,Q60753866,Tungareshwar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Tungareshwar%20Wildlife%20Sanctuary%20%2828343357103%29.jpg,IUCN category IV: Habitat/Species Management Area,Palghar district,19.3879,72.9358,,,85,,,Tungareshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Tungareshwar_Wildlife_Sanctuary,exact
206,Maharashtra,Tungareshwar Sanctuary,Wildlife Sanctuary,Final,2019-09-11,"206. S.O. 3250(E) [11.09.2019] Final Notification declaring Eco Sensitive Zone around Tungareshwar Wildlife Sanctuary(3.96 MB), Maharashtra",https://moef.gov.in/uploads/2018/12/tungareshwar.pdf,[],16/09/2019,S.O. 3250(E),Q60753866,Tungareshwar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Tungareshwar%20Wildlife%20Sanctuary%20%2828343357103%29.jpg,IUCN category IV: Habitat/Species Management Area,Palghar district,19.3879,72.9358,,,85,,,Tungareshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Tungareshwar_Wildlife_Sanctuary,exact
259,Maharashtra,Maharashtra,Wildlife Sanctuary,Draft,2019-01-14,"259. S.O. 300(E) [14.01.2019] Draft Notification declaring Eco Sensitive Zone around Great Indian Bustard Sanctuary,(3.36 MB), Maharashtra",https://moef.gov.in/uploads/2020/01/great-indian-bustard.pdf,[],21/01/2018,S.O. 300(E),,,,,,,,,,,,,,,,,none
207,Maharashtra,Great Indian Bustard Sanctuar,Wildlife Sanctuary,Final,2020-02-11,"207. S.O. 654(E) [11.02.2020] Final Notification declaring Eco Sensitive Zone around Great Indian Bustard Sanctuary, Maharashtra",https://moef.gov.in/uploads/2019/10/GIB.pdf,[],13/02/2020,S.O. 654(E),Q5599356,Great Indian Bustard Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Indian%20Bustard%20in%20newly%20opened%20area.jpg,IUCN category IV: Habitat/Species Management Area,Maharashtra,18.35,75.19388889,,,,,,Great Indian Bustard Sanctuary,,https://en.wikipedia.org/wiki/Great_Indian_Bustard_Sanctuary,fuzzy
260,Maharashtra,Radhanagari Wildlife,Wildlife Sanctuary,Draft,2019-07-10,"260. S.O. 2455(E) [10.07.2019] Draft Notification declaring Eco Sensitive Zone around Radhanagari Wildlife Santuary(3.96 MB), Maharashtra",https://moef.gov.in/uploads/2018/12/radhanagari.pdf,[],15/07/2019,S.O. 2455(E),,,,,,,,,,,,,,,,,none
